2347,0.0161,0,89.513
2347,0.016095,0.001148,89.538
2347,0.016085,0.0094133,89.715
2347,0.016125,0.017561,89.889
2347,0.016214,0.025593,90.059
2347,0.016351,0.033513,90.227
2347,0.016533,0.041322,90.391
2347,0.01676,0.049023,90.551
2347,0.017031,0.056618,90.709
2347,0.017344,0.064109,90.863
2347,0.017698,0.071499,91.013
2347,0.018093,0.078789,91.161
2347,0.018564,0.086577,91.316
2347,0.019142,0.095134,91.486
2347,0.019774,0.10355,91.65
2347,0.020573,0.11318,91.835
2347,0.021471,0.12295,92.02
2347,0.022438,0.13254,92.198
2347,0.023694,0.1439,92.404
2347,0.025043,0.155,92.6
2347,0.026479,0.16586,92.787
2347,0.028334,0.17874,93.001
2347,0.030304,0.19128,93.202
2347,0.032381,0.2035,93.389
2347,0.035023,0.21785,93.599
2347,0.037802,0.23178,93.791
2347.1,0.040705,0.24529,93.967
2347.1,0.04435,0.26104,94.158
2347.1,0.048145,0.27625,94.327
2347.1,0.052074,0.29096,94.478
2347.1,0.056953,0.30799,94.636
2347.1,0.061981,0.32437,94.771
2347.1,0.067135,0.34012,94.887
2347.1,0.073476,0.3583,95.003
2347.1,0.079939,0.37568,95.1
2347.1,0.086493,0.39231,95.179
2347.2,0.094488,0.41147,95.256
2347.2,0.10253,0.42968,95.317
2347.2,0.11059,0.44702,95.365
2347.2,0.12035,0.46699,95.412
2347.2,0.13002,0.48585,95.45
2347.2,0.13995,0.50444,95.481
2347.2,0.15125,0.52476,95.512
2347.3,0.16223,0.54384,95.539
2347.3,0.17416,0.56398,95.567
2347.3,0.1864,0.58418,95.596
2347.3,0.19847,0.60381,95.626
2347.4,0.21157,0.625,95.661
2347.4,0.22363,0.64461,95.698
2347.4,0.23463,0.66281,95.738
2347.5,0.24456,0.67976,95.778
2347.5,0.25344,0.69558,95.821
2347.5,0.26128,0.71037,95.864
2347.5,0.26941,0.727,95.919
2347.6,0.27614,0.74242,95.974
2347.6,0.28195,0.75792,96.035
2347.7,0.28672,0.77391,96.103
2347.7,0.29055,0.79365,96.195
2347.8,0.29147,0.81876,96.323
2347.9,0.28956,0.83561,96.408
2347.9,0.28673,0.84996,96.478
2348,0.28303,0.8643,96.545
2348,0.27868,0.87864,96.608
2348,0.27385,0.89298,96.669
2348.1,0.2691,0.90617,96.722
2348.1,0.26482,0.91764,96.766
2348.2,0.26044,0.92911,96.809
2348.2,0.25601,0.94058,96.85
2348.2,0.25157,0.95205,96.889
2348.3,0.24716,0.96352,96.926
2348.3,0.24279,0.97499,96.962
2348.4,0.23849,0.98646,96.997
2348.4,0.23428,0.99793,97.03
2348.4,0.23017,1.0094,97.062
2348.5,0.22617,1.0209,97.093
2348.5,0.2223,1.0323,97.122
2348.6,0.21856,1.0438,97.151
2348.6,0.21495,1.0553,97.178
2348.6,0.21148,1.0668,97.205
2348.7,0.20815,1.0782,97.23
2348.7,0.20496,1.0897,97.255
2348.7,0.20191,1.1012,97.278
2348.8,0.19853,1.1145,97.305
2348.8,0.19523,1.1283,97.332
2348.9,0.19212,1.1421,97.357
2348.9,0.19049,1.1306,97.37
2348.9,0.18653,1.0658,97.381
2348.9,0.17862,0.99875,97.393
2349,0.16755,0.93593,97.404
2349,0.15211,0.87025,97.415
2349,0.13272,0.80497,97.427
2349.1,0.1111,0.7446,97.437
2349.1,0.08789,0.68875,97.445
2349.1,0.06362,0.63709,97.451
2349.1,0.038756,0.58931,97.456
2349.2,0.010677,0.54002,97.459
2349.2,0.0020469,0.52568,97.46
2349.2,9.4918e-05,0.52249,97.46
2349.2,-0.0019399,0.51917,97.46
2349.2,-0.014119,0.4997,97.46
2349.2,-0.026194,0.48095,97.46
2349.2,-0.038139,0.46291,97.459
2349.2,-0.049928,0.44554,97.458
2349.2,-0.061539,0.42882,97.457
2349.3,-0.072952,0.41274,97.455
2349.3,-0.084149,0.39725,97.453
2349.3,-0.095113,0.38235,97.45
2349.3,-0.10583,0.36801,97.447
2349.3,-0.11629,0.3542,97.444
2349.3,-0.12648,0.34091,97.441
2349.3,-0.13639,0.32812,97.437
2349.3,-0.14601,0.31581,97.433
2349.4,-0.15534,0.30396,97.428
2349.4,-0.16438,0.29256,97.423
2349.4,-0.1731,0.28159,97.418
