x,y,rob
0.3041,5.9066,0.93208
0.30647,5.8768,0.92668
0.30177,5.886,0.93179
0.30191,5.9838,0.93154
0.30021,5.9138,0.92451
0.30003,5.9139,0.93307
0.56923,5.74,0.97937
0.30004,5.9127,0.92467
0.30003,5.9127,0.92808
0.41503,5.8678,0.95225
0.30002,5.9127,0.93346
0.44487,5.5971,0.98093
0.35424,5.9445,0.94758
0.31953,5.9855,0.95103
0.30424,5.8834,0.92747
0.30309,5.8787,0.93524
0.30347,5.8858,0.92666
0.41656,5.1415,1.0014
0.3025,5.8919,0.93112
0.30981,5.9406,0.92899
0.30464,5.9172,0.92582
0.30441,5.9166,0.94258
0.30143,5.9188,0.93226
0.3771,5.2429,0.99321
0.30308,5.9211,0.93299
0.3011,5.1724,0.97763
0.34839,5.9078,0.93959
0.30113,5.9119,0.93274
0.31027,5.9779,0.93884
0.31012,5.9474,0.93945
0.30036,5.9145,0.93361
0.50111,5.9265,0.9736
0.30036,5.9131,0.93327
0.30017,5.9109,0.92917
0.30015,5.9109,0.92789
0.36344,5.7353,0.95063
0.30011,5.9111,0.92857
0.30008,5.9111,0.93452
0.30005,5.9113,0.93347
0.30004,5.911,0.9394
0.32055,5.9849,0.95156
0.32342,5.9795,0.93673
0.30897,5.9522,0.93746
0.30007,5.9113,0.92752
0.30002,5.9115,0.9274
0.31598,5.9215,0.9437
0.30001,5.9114,0.93355
0.31374,5.7094,0.94816
0.403,5.6548,0.96369
0.30351,5.6272,0.95388
0.34574,5.8373,0.95125
0.31234,5.7718,0.93766
0.30856,5.784,0.93812
0.57112,5.2666,1.0048
0.32865,5.8128,0.93697
0.32279,5.8094,0.93333
0.31681,5.8213,0.94021
