160.07,0,0,-0.77555,0,0,1.1209,69.246,94.924,-0.0041156,0.65
160.16,0,0,-0.77576,0,0,1.1209,69.246,94.924,-0.0034822,0.65
160.53,0,0,-0.77655,0,0,1.1209,69.246,94.924,-0.0018624,0.65
160.64,0.87389,0,-0.73433,1,0,1.0104,69.246,95.03,0.00060352,0.65
160.64,0.87445,0,-0.73433,1,0,1.0104,69.246,95.03,0.0031458,0.65
160.64,0.87499,0,-0.73433,1,0,1.0104,69.246,95.03,0.0055641,0.65
160.64,0.87552,0,-0.73434,1,0,1.0104,69.246,95.03,0.0079767,0.65
160.64,0.87606,0,-0.73434,1,0,1.0104,69.246,95.03,0.010384,0.65
160.64,0.87661,0,-0.73434,1,0,1.0104,69.246,95.03,0.012785,0.65
160.65,0.87715,0,-0.73434,1,0,1.0104,69.246,95.03,0.015182,0.65
160.65,0.87769,0,-0.73434,1,0,1.0104,69.246,95.03,0.017573,0.65
160.65,0.87824,0,-0.73435,1,0,1.0104,69.246,95.03,0.019959,0.65
160.65,0.87878,0,-0.73435,1,0,1.0104,69.246,95.03,0.02234,0.65
160.65,0.87933,0,-0.73435,1,0,1.0104,69.246,95.03,0.024715,0.65
160.65,0.87988,0,-0.73435,1,0,1.0104,69.246,95.03,0.027086,0.65
160.65,0.88043,0,-0.73435,1,0,1.0104,69.246,95.03,0.029452,0.65
160.65,0.88098,0,-0.73436,1,0,1.0104,69.246,95.03,0.031813,0.65
160.65,0.88154,0,-0.73436,1,0,1.0104,69.246,95.03,0.03417,0.65
160.66,0.88209,0,-0.73436,1,0,1.0104,69.246,95.03,0.036522,0.65
160.66,0.88265,0,-0.73436,1,0,1.0104,69.246,95.03,0.038869,0.65
160.66,0.88321,0,-0.73437,1,0,1.0104,69.246,95.03,0.041212,0.65
160.66,0.88377,0,-0.73437,1,0,1.0104,69.246,95.03,0.04355,0.65
160.66,0.88433,0,-0.73437,1,0,1.0104,69.246,95.03,0.045884,0.65
160.66,0.88489,0,-0.73437,1,0,1.0104,69.246,95.03,0.048213,0.65
160.66,0.88545,0,-0.73438,1,0,1.0104,69.246,95.03,0.050539,0.65
160.66,0.88602,0,-0.73438,1,0,1.0104,69.246,95.03,0.05286,0.65
160.67,0.88659,0,-0.73438,1,0,1.0104,69.246,95.03,0.055177,0.65
160.67,0.88716,0,-0.73438,1,0,1.0104,69.246,95.03,0.05749,0.65
160.67,0.88773,0,-0.73438,1,0,1.0104,69.246,95.03,0.059798,0.65
160.67,0.8883,0,-0.73439,1,0,1.0104,69.246,95.03,0.062103,0.65
160.67,0.88888,0,-0.73439,1,0,1.0104,69.246,95.03,0.064404,0.65
160.67,0.88946,0,-0.73439,1,0,1.0104,69.246,95.03,0.066702,0.65
160.67,0.89003,0,-0.73439,1,0,1.0104,69.246,95.03,0.068995,0.65
160.67,0.89061,0,-0.7344,1,0,1.0104,69.246,95.03,0.071285,0.65
160.67,0.8912,0,-0.7344,1,0,1.0104,69.246,95.03,0.073571,0.65
160.68,0.89178,0,-0.7344,1,0,1.0104,69.246,95.03,0.075854,0.65
160.68,0.89237,0,-0.7344,1,0,1.0104,69.246,95.03,0.078133,0.65
160.68,0.89296,0,-0.73441,1,0,1.0104,69.246,95.03,0.080408,0.65
160.68,0.89355,0,-0.73441,1,0,1.0104,69.246,95.03,0.082681,0.65
160.68,0.89414,0,-0.73441,1,0,1.0104,69.246,95.03,0.08495,0.65
160.68,0.89474,0,-0.73441,1,0,1.0104,69.246,95.03,0.087215,0.65
160.68,0.89533,0,-0.73442,1,0,1.0104,69.246,95.03,0.089478,0.65
160.68,0.89593,0,-0.73442,1,0,1.0104,69.246,95.03,0.091737,0.65
160.69,0.89653,0,-0.73442,1,0,1.0104,69.246,95.03,0.093993,0.65
160.69,0.89714,0,-0.73442,1,0,1.0104,69.246,95.03,0.096247,0.65
160.69,0.89775,0,-0.73442,1,0,1.0104,69.246,95.03,0.098497,0.65
160.69,0.89835,0,-0.73443,1,0,1.0104,69.246,95.03,0.10074,0.65
160.69,0.89897,0,-0.73443,1,0,1.0104,69.246,95.03,0.10299,0.65
160.69,0.89958,0,-0.73443,1,0,1.0104,69.246,95.03,0.10523,0.65
160.69,0.9002,0,-0.73443,1,0,1.0104,69.246,95.03,0.10747,0.65
160.69,0.90081,0,-0.73444,1,0,1.0104,69.246,95.03,0.10971,0.65
160.7,0.90144,0,-0.73444,1,0,1.0104,69.246,95.03,0.11194,0.65
160.7,0.90206,0,-0.73444,1,0,1.0104,69.246,95.03,0.11417,0.65
160.7,0.90269,0,-0.73444,1,0,1.0104,69.246,95.03,0.1164,0.65
160.7,0.90332,0,-0.73445,1,0,1.0104,69.246,95.03,0.11863,0.65
160.7,0.90395,0,-0.73445,1,0,1.0104,69.246,95.03,0.12085,0.65
160.7,0.90458,0,-0.73445,1,0,1.0104,69.246,95.03,0.12308,0.65
160.7,0.90522,0,-0.73446,1,0,1.0104,69.246,95.03,0.1253,0.65
160.71,0.90586,0,-0.73446,1,0,1.0104,69.246,95.03,0.12752,0.65
160.71,0.90651,0,-0.73446,1,0,1.0104,69.246,95.03,0.12973,0.65
160.71,0.90716,0,-0.73446,1,0,1.0104,69.246,95.03,0.13195,0.65
160.71,0.90781,0,-0.73447,1,0,1.0104,69.246,95.03,0.13416,0.65
160.71,0.90846,0,-0.73447,1,0,1.0104,69.246,95.03,0.13637,0.65
160.71,0.90912,0,-0.73447,1,0,1.0104,69.246,95.03,0.13858,0.65
160.71,0.90978,0,-0.73447,1,0,1.0104,69.246,95.03,0.14079,0.65
160.71,0.91044,0,-0.73448,1,0,1.0104,69.246,95.03,0.143,0.65
160.72,0.91111,0,-0.73448,1,0,1.0104,69.246,95.03,0.14521,0.65
160.72,0.91178,0,-0.73448,1,0,1.0104,69.246,95.03,0.14741,0.65
160.72,0.91246,0,-0.73448,1,0,1.0104,69.246,95.03,0.14961,0.65
160.72,0.91313,0,-0.73449,1,0,1.0104,69.246,95.03,0.15182,0.65
160.72,0.91382,0,-0.73449,1,0,1.0104,69.246,95.03,0.15402,0.65
160.72,0.9145,0,-0.73449,1,0,1.0104,69.246,95.03,0.15622,0.65
160.72,0.91519,0,-0.7345,1,0,1.0104,69.246,95.03,0.15842,0.65
160.73,0.91589,0,-0.7345,1,0,1.0104,69.246,95.03,0.16062,0.65
160.73,0.91658,0,-0.7345,1,0,1.0104,69.246,95.03,0.16282,0.65
160.73,0.91729,0,-0.7345,1,0,1.0104,69.246,95.03,0.16502,0.65
160.73,0.91799,0,-0.73451,1,0,1.0104,69.246,95.03,0.16721,0.65
160.73,0.9187,0,-0.73451,1,0,1.0104,69.246,95.03,0.16941,0.65
160.73,0.91942,0,-0.73451,1,0,1.0104,69.246,95.03,0.17161,0.65
160.73,0.92014,0,-0.73452,1,0,1.0104,69.246,95.03,0.17381,0.65
160.74,0.92087,0,-0.73452,1,0,1.0104,69.246,95.03,0.17601,0.65
