x,y,rob
0.30001,6,-0.10799
0.30001,6,-0.10799
0.30001,6,-0.10799
0.30001,5.9999,-0.108
0.30001,5.9999,-0.108
0.30274,5.9649,0.046522
0.30003,6,-0.10796
0.47208,5.2177,0.27546
0.3,5.9995,-0.10718
0.33054,5.1748,0.17159
0.3,5.9995,-0.10718
0.31912,5.4331,0.099703
0.30001,5.9996,-0.10716
0.30001,5.9996,-0.10716
0.3,5.9996,-0.10718
0.36855,5.9628,0.045036
0.3,5.9996,-0.10718
0.47781,5.2353,0.27692
0.3,5.9996,-0.10718
0.30001,5.9997,-0.10717
0.30001,5.9997,-0.10717
0.30001,5.9997,-0.10716
0.30002,5.9998,-0.10713
0.30004,5.9999,-0.1071
0.30005,6,-0.10707
0.36224,5.7018,0.15141
0.30006,6,-0.10705
0.35022,5.9624,0.021204
0.51308,5.9072,0.23933
0.47633,5.5213,0.16948
0.30006,6,-0.10705
0.30001,5.9994,-0.10721
0.34187,5.8445,0.12833
0.30029,6,-0.1066
0.30029,6,-0.1066
0.40084,5.0199,0.26285
0.30029,6,-0.1066
0.30029,6,-0.1066
0.30028,6,-0.10661
0.50616,5.89,0.24476
0.30028,6,-0.10661
0.3002,5.9997,-0.10677
0.30008,5.9987,-0.10622
0.3002,5.9997,-0.10676
0.3001,5.9998,-0.107
0.30007,5.9998,-0.10705
0.45111,5.951,0.19116
0.30011,6,-0.10699
0.33016,5.5179,0.039617
0.38303,5.3541,0.184
0.3001,6,-0.10699
0.30008,5.9999,-0.10704
0.41956,5.4909,0.19168
0.30003,5.9988,0.003477
0.30006,6,-0.10707
0.51634,5.0793,0.33164
0.30004,5.9999,-0.10709
0.3,5.9921,0.039054
0.34892,5.9894,0.017145
0.30001,5.9999,-0.10801
0.30001,5.9999,-0.10799
0.30001,6,-0.10799
