40,0,0,-0.016896,0,0,0.038669,93.597,95.963,96
41.294,0.15629,0,-0.016992,0,0,0.038669,93.597,95.963,96
41.326,0.19859,0,-0.016995,0,0,0.038669,93.597,95.963,96
41.355,0.23525,0,-0.016997,0,0,0.038669,93.597,95.963,96
41.385,0.26809,0,-0.016999,0,0,0.038669,93.597,95.963,96
41.414,0.29818,0,-0.017001,0,0,0.038669,93.597,95.963,96
41.444,0.32626,0,-0.017003,0,0,0.038669,93.597,95.963,96
41.474,0.35287,0,-0.017006,0,0,0.038669,93.597,95.963,96
41.506,0.37846,0,-0.017008,0,0,0.038669,93.597,95.963,96
41.54,0.40348,0,-0.017011,0,0,0.038669,93.597,95.963,96
41.577,0.42842,0,-0.017013,0,0,0.038669,93.597,95.963,96
41.618,0.45401,0,-0.017016,0,0,0.038669,93.597,95.963,96
41.663,0.47994,0,-0.01702,0,0,0.038669,93.597,95.963,96
41.709,0.50369,0,-0.017023,0,0,0.038669,93.597,95.963,96
41.756,0.52549,0,-0.017027,0,0,0.038669,93.597,95.963,96
41.803,0.54563,0,-0.01703,0,0,0.038669,93.597,95.963,96
41.85,0.56433,0,-0.017034,0,0,0.038669,93.597,95.963,96
41.898,0.58178,0,-0.017037,0,0,0.038669,93.597,95.963,96
41.946,0.59813,0,-0.017041,0,0,0.038669,93.597,95.963,96
41.996,0.61351,0,-0.017044,0,0,0.038669,93.597,95.963,96
42.047,0.62849,0,-0.017048,0,0,0.038669,93.597,95.963,96
42.097,0.50621,0,-0.0084929,1,0,0.01638,93.597,95.984,96
42.134,0.51667,0,-0.0084941,1,0,0.01638,93.597,95.984,96
42.175,0.52806,0,-0.0084954,1,0,0.01638,93.597,95.984,96
42.22,0.54054,0,-0.0084968,1,0,0.01638,93.597,95.984,96
42.269,0.55427,0,-0.0084983,1,0,0.01638,93.597,95.984,96
42.323,0.56945,0,-0.0085001,1,0,0.01638,93.597,95.984,96
42.383,0.58631,0,-0.008502,1,0,0.01638,93.597,95.984,96
42.451,0.60514,0,-0.0085041,1,0,0.01638,93.597,95.984,96
42.523,0.62526,0,-0.0085063,1,0,0.01638,93.597,95.984,96
42.594,0.64514,0,-0.0085086,1,0,0.01638,93.597,95.984,96
42.665,0.66481,0,-0.0085108,1,0,0.01638,93.597,95.984,96
42.734,0.6843,0,-0.008513,1,0,0.01638,93.597,95.984,96
42.804,0.70363,0,-0.0085152,1,0,0.01638,93.597,95.984,96
42.872,0.72284,0,-0.0085173,1,0,0.01638,93.597,95.984,96
42.941,0.74193,0,-0.0085195,1,0,0.01638,93.597,95.984,96
43.009,0.76094,0,-0.0085216,1,0,0.01638,93.597,95.984,96
43.076,0.77986,0,-0.0085238,1,0,0.01638,93.597,95.984,96
43.144,0.79871,0,-0.0085259,1,0,0.01638,93.597,95.984,96
