40.01,0,0,-0.0023459,0,0,0.035661,94.368,96.034,96
41.241,0.14633,0,-0.0022616,0,0,0.035661,94.368,96.034,96
41.273,0.19004,0,-0.0022594,0,0,0.035661,94.368,96.034,96
41.303,0.22754,0,-0.0022574,0,0,0.035661,94.368,96.034,96
41.332,0.26092,0,-0.0022554,0,0,0.035661,94.368,96.034,96
41.361,0.29139,0,-0.0022534,0,0,0.035661,94.368,96.034,96
41.391,0.31971,0,-0.0022514,0,0,0.035661,94.368,96.034,96
41.421,0.34647,0,-0.0022493,0,0,0.035661,94.368,96.034,96
41.452,0.37213,0,-0.0022472,0,0,0.035661,94.368,96.034,96
41.485,0.39713,0,-0.0022449,0,0,0.035661,94.368,96.034,96
41.521,0.42195,0,-0.0022424,0,0,0.035661,94.368,96.034,96
41.56,0.44722,0,-0.0022397,0,0,0.035661,94.368,96.034,96
41.605,0.47342,0,-0.0022367,0,0,0.035661,94.368,96.034,96
41.651,0.49776,0,-0.0022335,0,0,0.035661,94.368,96.034,96
41.698,0.52006,0,-0.0022303,0,0,0.035661,94.368,96.034,96
41.744,0.54062,0,-0.0022271,0,0,0.035661,94.368,96.034,96
41.792,0.55969,0,-0.0022239,0,0,0.035661,94.368,96.034,96
41.839,0.57746,0,-0.0022206,0,0,0.035661,94.368,96.034,96
41.888,0.5941,0,-0.0022173,0,0,0.035661,94.368,96.034,96
41.937,0.60972,0,-0.0022139,0,0,0.035661,94.368,96.034,96
41.988,0.6247,0,-0.0022105,0,0,0.035661,94.368,96.034,96
42.034,0.50388,0,0.025637,1,0,0.10817,94.368,96.104,96
42.071,0.51419,0,0.025645,1,0,0.10817,94.368,96.104,96
42.112,0.5254,0,0.025654,1,0,0.10817,94.368,96.104,96
42.156,0.53763,0,0.025663,1,0,0.10817,94.368,96.104,96
42.204,0.55103,0,0.025673,1,0,0.10817,94.368,96.104,96
42.257,0.56576,0,0.025684,1,0,0.10817,94.368,96.104,96
42.316,0.58205,0,0.025696,1,0,0.10817,94.368,96.104,96
42.382,0.60011,0,0.02571,1,0,0.10817,94.368,96.104,96
42.452,0.61975,0,0.025724,1,0,0.10817,94.368,96.104,96
42.523,0.63933,0,0.025739,1,0,0.10817,94.368,96.104,96
42.593,0.65874,0,0.025754,1,0,0.10817,94.368,96.104,96
42.663,0.67799,0,0.025768,1,0,0.10817,94.368,96.104,96
42.732,0.69711,0,0.025782,1,0,0.10817,94.368,96.104,96
42.8,0.71612,0,0.025797,1,0,0.10817,94.368,96.104,96
42.869,0.73505,0,0.025811,1,0,0.10817,94.368,96.104,96
42.937,0.75389,0,0.025825,1,0,0.10817,94.368,96.104,96
43.005,0.77266,0,0.025839,1,0,0.10817,94.368,96.104,96
43.072,0.79137,0,0.025853,1,0,0.10817,94.368,96.104,96
43.14,0.81003,0,0.025867,1,0,0.10817,94.368,96.104,96
43.207,0.82865,0,0.025881,1,0,0.10817,94.368,96.104,96
43.274,0.84723,0,0.025895,1,0,0.10817,93.789,96.104,96
43.341,0.86578,0,0.025909,1,0,0.10817,93.789,96.104,96
43.408,0.8843,0,0.025923,1,0,0.10817,93.789,96.104,96
43.475,0.90279,0,0.025937,1,0,0.10817,93.789,96.104,96
43.541,0.92126,0,0.02595,1,0,0.10817,93.789,96.104,96
43.608,0.93972,0,0.025964,1,0,0.10817,93.789,96.104,96
43.674,0.95815,0,0.025978,1,0,0.10817,93.789,96.104,96
43.741,0.97657,0,0.025992,1,0,0.10817,93.789,96.104,96
43.807,0.99498,0,0.026006,1,0,0.10817,93.789,96.104,96
43.874,1.0134,0,0.026019,1,0,0.10817,93.789,96.104,96
43.94,1.0318,0,0.026033,1,0,0.10817,93.789,96.104,96
44.007,1.0501,0,0.026047,1,0,0.10817,93.789,96.104,96
44.073,1.0685,0,0.026061,1,0,0.10817,93.789,96.104,96
44.139,1.0869,0,0.026075,1,0,0.10817,93.789,96.104,96
44.245,0,0,0.026097,0,0,0.10817,93.789,96.104,96
44.429,0,0,0.026135,0,0,0.10817,93.789,96.104,96
44.623,0,0.017843,0.026175,0,0,0.10817,93.389,96.104,96
44.655,0,0.075607,0.026182,0,0,0.10817,93.389,96.104,96
44.686,0,0.12628,0.026188,0,0,0.10817,93.389,96.104,96
44.718,0,0.17174,0.026195,0,0,0.10817,93.389,96.104,96
44.749,0,0.21318,0.026201,0,0,0.10817,93.389,96.104,96
44.782,0,0.25142,0.026208,0,0,0.10817,93.389,96.104,96
44.815,0,0.28705,0.026215,0,0,0.10817,93.389,96.104,96
44.85,0,0.32053,0.026222,0,0,0.10817,93.389,96.104,96
44.886,0,0.3522,0.02623,0,0,0.10817,93.389,96.104,96
44.924,0,0.38236,0.026238,0,0,0.10817,93.389,96.104,96
44.963,0,0.41122,0.026246,0,0,0.10817,93.389,96.104,96
45.005,0,0.43898,0.026254,0,0,0.10817,93.389,96.104,96
45.05,0,0.46581,0.026264,0,0,0.10817,93.389,96.104,96
45.098,0,0.49184,0.026274,0,0,0.10817,93.389,96.104,96
