160.03,0,0,-0.42272,0,0,0.47476,73.892,95.544,-0.0020738,0.65
160.19,0,0,-0.42286,0,0,0.47476,70.231,95.544,-0.0015814,0.65
160.31,0,0,-0.42297,0,0,0.47476,70.231,95.544,-0.0012866,0.65
160.4,0.70301,0,-0.3997,1,0,0.41396,70.231,95.603,-0.0005913,0.65
160.4,0.70347,0,-0.3997,1,0,0.41396,70.231,95.603,0.0014629,0.65
160.4,0.70392,0,-0.3997,1,0,0.41396,70.231,95.603,0.0035123,0.65
160.4,0.70438,0,-0.3997,1,0,0.41396,70.231,95.603,0.005557,0.65
160.4,0.70484,0,-0.3997,1,0,0.41396,70.231,95.603,0.007597,0.65
160.41,0.7053,0,-0.3997,1,0,0.41396,70.231,95.603,0.0096325,0.65
160.41,0.70576,0,-0.3997,1,0,0.41396,70.231,95.603,0.011663,0.65
160.41,0.70622,0,-0.39971,1,0,0.41396,70.231,95.603,0.01369,0.65
160.41,0.70668,0,-0.39971,1,0,0.41396,70.231,95.603,0.015712,0.65
160.41,0.70714,0,-0.39971,1,0,0.41396,70.231,95.603,0.017729,0.65
160.41,0.70761,0,-0.39971,1,0,0.41396,70.231,95.603,0.019742,0.65
160.41,0.70807,0,-0.39971,1,0,0.41396,70.231,95.603,0.021751,0.65
160.41,0.70854,0,-0.39971,1,0,0.41396,70.231,95.603,0.023755,0.65
160.42,0.70901,0,-0.39971,1,0,0.41396,70.231,95.603,0.025756,0.65
160.42,0.70948,0,-0.39971,1,0,0.41396,70.231,95.603,0.027752,0.65
160.42,0.70995,0,-0.39971,1,0,0.41396,70.231,95.603,0.029744,0.65
160.42,0.71042,0,-0.39971,1,0,0.41396,70.231,95.603,0.031732,0.65
160.42,0.71089,0,-0.39972,1,0,0.41396,70.231,95.603,0.033716,0.65
160.42,0.71137,0,-0.39972,1,0,0.41396,70.231,95.603,0.035695,0.65
160.42,0.71185,0,-0.39972,1,0,0.41396,70.231,95.603,0.037671,0.65
160.42,0.71232,0,-0.39972,1,0,0.41396,70.231,95.603,0.039643,0.65
160.43,0.7128,0,-0.39972,1,0,0.41396,70.231,95.603,0.041611,0.65
160.43,0.71328,0,-0.39972,1,0,0.41396,70.231,95.603,0.043576,0.65
160.43,0.71377,0,-0.39972,1,0,0.41396,70.231,95.603,0.045536,0.65
160.43,0.71425,0,-0.39972,1,0,0.41396,70.231,95.603,0.047493,0.65
160.43,0.71473,0,-0.39972,1,0,0.41396,70.231,95.603,0.049446,0.65
160.43,0.71522,0,-0.39972,1,0,0.41396,70.231,95.603,0.051396,0.65
160.43,0.71571,0,-0.39972,1,0,0.41396,70.231,95.603,0.053342,0.65
160.43,0.7162,0,-0.39973,1,0,0.41396,70.231,95.603,0.055284,0.65
160.44,0.71669,0,-0.39973,1,0,0.41396,70.231,95.603,0.057223,0.65
160.44,0.71718,0,-0.39973,1,0,0.41396,70.231,95.603,0.059158,0.65
160.44,0.71768,0,-0.39973,1,0,0.41396,70.231,95.603,0.06109,0.65
160.44,0.71818,0,-0.39973,1,0,0.41396,70.231,95.603,0.063019,0.65
160.44,0.71867,0,-0.39973,1,0,0.41396,70.231,95.603,0.064944,0.65
160.44,0.71917,0,-0.39973,1,0,0.41396,70.231,95.603,0.066866,0.65
160.44,0.71968,0,-0.39973,1,0,0.41396,70.231,95.603,0.068784,0.65
160.44,0.72018,0,-0.39973,1,0,0.41396,70.231,95.603,0.0707,0.65
160.45,0.72068,0,-0.39974,1,0,0.41396,70.231,95.603,0.072612,0.65
160.45,0.72119,0,-0.39974,1,0,0.41396,70.231,95.603,0.074522,0.65
160.45,0.7217,0,-0.39974,1,0,0.41396,70.231,95.603,0.076428,0.65
160.45,0.72221,0,-0.39974,1,0,0.41396,70.231,95.603,0.078331,0.65
160.45,0.72273,0,-0.39974,1,0,0.41396,70.231,95.603,0.080231,0.65
