2347,0.0089692,88.286
2347,0.019961,88.571
2347,0.030274,88.4
2347.1,0.043737,88.629
2347.1,0.054976,88.629
2347.2,0.067944,88.514
2347.2,0.084741,88.743
2347.2,0.10154,88.571
2347.3,0.12074,88.629
2347.3,0.14112,88.571
2347.4,0.15891,88.514
2347.4,0.1867,88.857
2347.4,0.20479,88.686
2347.5,0.22332,88.571
2347.5,0.24271,88.629
2347.6,0.25364,88.457
2347.6,0.26982,88.857
2347.6,0.28377,88.686
2347.7,0.29063,88.457
2347.7,0.30273,88.686
2347.8,0.30335,88.686
2347.8,0.31335,88.857
2347.8,0.3199,88.857
2347.9,0.31885,88.686
2347.9,0.32138,88.686
2348,0.31323,88.686
2348,0.31311,88.857
2348,0.31107,88.8
2348.1,0.29989,88.686
2348.1,0.29934,88.857
2348.2,0.29143,88.686
2348.2,0.28705,88.8
2348.2,0.28408,88.743
2348.3,0.27297,88.686
2348.3,0.27216,88.8
2348.4,0.26364,88.686
2348.4,0.25741,89.143
2348.4,0.25253,89.086
2348.5,0.23999,89.029
2348.5,0.23783,89.143
2348.6,0.22887,89.086
2348.6,0.22004,89.143
2348.6,0.21541,88.914
2348.7,0.20257,89.029
2348.7,0.19929,89.029
2348.8,0.19293,89.143
2348.8,0.18583,89.143
2348.8,0.18398,89.029
2348.9,0.17713,89.143
2348.9,0.17682,89.143
2349,0.17305,89.143
2349,0.16545,89.2
2349,0.15681,88.971
2349.1,0.13661,89.429
2349.1,0.1087,89.429
2349.2,0.070538,89.429
2349.2,0.016318,89.543
2349.2,-0.040928,89.257
2349.3,-0.096877,89.429
2349.3,-0.15357,89.371
2349.4,-0.1947,89.486
2349.4,-0.23014,89.429
2349.4,-0.25484,89.429
2349.5,-0.26417,89.429
2349.5,-0.27133,89.429
2349.6,-0.27294,89.371
2349.6,-0.27041,89.371
2349.6,-0.2772,89.371
2349.7,-0.27596,89.371
2349.7,-0.27961,89.943
2349.8,-0.27924,89.829
2349.8,-0.27207,89.829
2349.8,-0.27294,89.829
2349.9,-0.26608,89.771
2349.9,-0.26299,90
2350,-0.2583,89.829
2350,-0.24743,89.829
2350,-0.24644,89.829
2350.1,-0.24045,89.714
2350.1,-0.23755,89.829
2350.2,-0.23446,89.829
2350.2,-0.22644,89.771
2350.2,-0.22767,89.829
2350.3,-0.22378,89.714
2350.3,-0.22094,89.771
2350.4,-0.21791,89.714
2350.4,-0.20933,90.229
2350.4,-0.20915,90.286
2350.5,-0.20322,90.286
2350.5,-0.1971,90.229
2350.6,-0.19284,90.286
2350.6,-0.18222,90.229
2350.6,-0.17994,90.286
2350.7,-0.1745,90.171
2350.7,-0.16833,90.229
2350.8,-0.16542,90.286
2350.8,-0.1577,90.229
2350.8,-0.15579,90.229
2350.9,-0.15276,90.229
2350.9,-0.14233,90.286
2351,-0.13263,90.286
2351,-0.12022,90.229
2351,-0.10842,90.229
2351.1,-0.096506,90.743
2351.1,-0.087305,90.743
2351.2,-0.071249,90.857
2351.2,-0.047165,90.743
2351.2,0.0018675,90.743
2351.3,0.012057,90.686
2351.3,0.031509,90.857
2351.4,0.056211,90.8
2351.4,0.090978,90.743
2351.4,0.12303,90.686
2351.5,0.14909,90.743
2351.5,0.15909,90.914
2351.6,0.21961,90.8
2351.6,0.26988,90.8
2351.6,0.31712,90.857
2351.7,0.35985,90.686
2351.7,0.39493,91.2
2351.8,0.42383,91.029
2351.8,0.43414,91.143
2351.8,0.43884,90.971
2351.9,0.43649,91.029
2351.9,0.4289,91.2
2352,0.42587,91.029
2352,0.41519,91.086
2352,0.41395,91.086
2352.1,0.40808,91.086
2352.1,0.39444,91.371
2352.2,0.39456,91.086
2352.2,0.38604,91.086
2352.2,0.38073,91.143
2352.3,0.37486,91.2
2352.3,0.35726,91.314
2352.4,0.35683,91.086
2352.4,0.34917,91.886
2352.4,0.33892,91.886
2352.5,0.33398,91.886
2352.5,0.31842,92.114
2352.6,0.31799,91.886
2352.6,0.31064,91.886
2352.6,0.30162,92
2352.7,0.29779,91.943
2352.7,0.28519,92.057
2352.8,0.28297,92
2352.8,0.27624,91.829
2352.8,0.26457,91.943
2352.9,0.25623,91.943
2352.9,0.23561,91.943
2353,0.21733,91.886
2353,0.18917,91.771
2353,0.14236,92.057
2353.1,0.086532,91.943
2353.1,0.014589,91.943
2353.2,-0.07162,91.886
2353.2,-0.13776,91.771
2353.2,-0.2013,91.943
2353.3,-0.24972,91.943
2353.3,-0.27992,91.829
2353.4,-0.29887,91.886
2353.4,-0.30017,91.886
2353.4,-0.28887,91.886
2353.5,-0.29535,91.943
2353.5,-0.29807,91.886
2353.6,-0.31079,91.943
2353.6,-0.31894,91.886
2353.6,-0.32141,91.886
2353.7,-0.32907,92
2353.7,-0.32277,91.771
2353.8,-0.31746,92.686
2353.8,-0.31073,92.4
2353.8,-0.29572,92.4
2353.9,-0.29529,92.514
2353.9,-0.28943,92.4
2354,-0.28943,92.571
2354,-0.28906,92.571
2354,-0.28041,92.4
2354.1,-0.28251,92.514
2354.1,-0.27763,92.457
2354.2,-0.27417,92.571
2354.2,-0.27195,92.571
2354.2,-0.25966,92.457
2354.3,-0.25991,92.514
2354.3,-0.25552,92.457
2354.4,-0.25009,92.514
2354.4,-0.24762,93.086
2354.4,-0.23718,93.029
2354.5,-0.2357,93.029
2354.5,-0.23101,93.029
2354.6,-0.2231,93.029
2354.6,-0.21971,93.029
2354.6,-0.21032,93.2
2354.7,-0.20896,92.914
2354.7,-0.20501,93.143
2354.8,-0.19883,92.971
2354.8,-0.19618,93.029
2354.8,-0.18543,93.2
2354.9,-0.18012,93.029
2354.9,-0.17092,93.143
2355,-0.14776,93.029
2355,-0.10849,93.029
2355,-0.053649,93.086
2355.1,0.0082899,93.2
2355.1,0.06745,93.314
2355.2,0.13933,93.257
2355.2,0.20677,93.086
2355.2,0.2613,93.314
2355.3,0.3052,93.257
2355.3,0.32608,93.257
2355.4,0.34022,93.314
2355.4,0.35337,93.2
2355.4,0.35078,93.371
2355.5,0.3559,93.2
2355.5,0.35411,93.257
2355.6,0.34275,93.314
2355.6,0.34263,93.257
2355.6,0.33299,93.6
2355.7,0.33095,93.257
2355.7,0.32731,93.314
2355.8,0.31416,93.486
2355.8,0.31403,93.429
2355.8,0.30477,93.714
2355.9,0.30032,93.543
2355.9,0.29619,93.486
2356,0.28038,93.486
2356,0.27723,93.486
2356,0.26617,93.714
2356.1,0.25568,93.6
2356.1,0.24617,93.486
2356.2,0.22733,93.486
2356.2,0.21683,93.486
2356.2,0.20244,93.6
2356.3,0.18546,93.486
2356.3,0.17188,93.6
2356.4,0.14903,93.543
2356.4,0.12599,93.714
2356.4,0.093819,93.886
2356.5,0.048677,93.714
2356.5,0.0018058,93.829
2356.6,-0.053773,93.714
2356.6,-0.11102,93.714
2356.6,-0.15178,93.771
2356.7,-0.18531,93.714
2356.7,-0.2068,93.886
